t 	x 	v
78.1900	0.0391	0.0114
78.2000	0.0392	0.0110
78.2100	0.0393	0.0106
78.2200	0.0394	0.0102
78.2300	0.0395	0.0098
78.2400	0.0396	0.0095
78.2500	0.0397	0.0091
78.2600	0.0398	0.0087
78.2700	0.0399	0.0083
78.2800	0.0399	0.0079
78.2900	0.0400	0.0075
78.3000	0.0401	0.0071
78.3100	0.0402	0.0067
78.3200	0.0402	0.0063
78.3300	0.0403	0.0058
78.3400	0.0403	0.0054
78.3500	0.0404	0.0050
78.3600	0.0404	0.0046
78.3700	0.0405	0.0042
78.3800	0.0405	0.0038
78.3900	0.0406	0.0034
78.4000	0.0406	0.0030
78.4100	0.0406	0.0026
78.4200	0.0407	0.0022
78.4300	0.0407	0.0018
78.4400	0.0407	0.0014
78.4500	0.0407	0.0010
78.4600	0.0407	0.0006
78.4700	0.0407	0.0002
78.4800	0.0407	-0.0002
78.4900	0.0407	-0.0006
78.5000	0.0407	-0.0011
78.5100	0.0407	-0.0015
78.5200	0.0407	-0.0019
78.5300	0.0406	-0.0023
78.5400	0.0406	-0.0027
78.5500	0.0406	-0.0031
78.5600	0.0406	-0.0035
78.5700	0.0405	-0.0039
78.5800	0.0405	-0.0043
78.5900	0.0404	-0.0047
78.6000	0.0404	-0.0051
78.6100	0.0403	-0.0055
78.6200	0.0403	-0.0059
78.6300	0.0402	-0.0063
78.6400	0.0402	-0.0067
78.6500	0.0401	-0.0071
78.6600	0.0400	-0.0075
78.6700	0.0399	-0.0079
78.6800	0.0399	-0.0083
78.6900	0.0398	-0.0087
78.7000	0.0397	-0.0091
78.7100	0.0396	-0.0095
78.7200	0.0395	-0.0099
78.7300	0.0394	-0.0103
78.7400	0.0393	-0.0107
78.7500	0.0392	-0.0111
78.7600	0.0391	-0.0115
78.7700	0.0389	-0.0119
78.7800	0.0388	-0.0122
78.7900	0.0387	-0.0126
78.8000	0.0386	-0.0130
78.8100	0.0384	-0.0134
78.8200	0.0383	-0.0138
78.8300	0.0382	-0.0142
78.8400	0.0380	-0.0145
78.8500	0.0379	-0.0149
78.8600	0.0377	-0.0153
78.8700	0.0376	-0.0157
78.8800	0.0374	-0.0160
78.8900	0.0372	-0.0164
78.9000	0.0371	-0.0168
78.9100	0.0369	-0.0172
78.9200	0.0367	-0.0175
78.9300	0.0366	-0.0179
78.9400	0.0364	-0.0182
78.9500	0.0362	-0.0186
78.9600	0.0360	-0.0190
78.9700	0.0358	-0.0193
78.9800	0.0356	-0.0197
78.9900	0.0354	-0.0200
79.0000	0.0352	-0.0204
79.0100	0.0350	-0.0207
79.0200	0.0348	-0.0211
79.0300	0.0346	-0.0214
79.0400	0.0344	-0.0218
79.0500	0.0342	-0.0221
79.0600	0.0339	-0.0224
79.0700	0.0337	-0.0228
79.0800	0.0335	-0.0231
79.0900	0.0332	-0.0234
79.1000	0.0330	-0.0238
79.1100	0.0328	-0.0241
79.1200	0.0325	-0.0244
79.1300	0.0323	-0.0247
79.1400	0.0320	-0.0250
79.1500	0.0318	-0.0254
79.1600	0.0315	-0.0257
79.1700	0.0313	-0.0260
79.1800	0.0310	-0.0263
79.1900	0.0307	-0.0266
79.2000	0.0305	-0.0269
79.2100	0.0302	-0.0272
79.2200	0.0299	-0.0275
79.2300	0.0297	-0.0278
79.2400	0.0294	-0.0281
79.2500	0.0291	-0.0283
79.2600	0.0288	-0.0286
79.2700	0.0285	-0.0289
79.2800	0.0282	-0.0292
79.2900	0.0279	-0.0295
79.3000	0.0276	-0.0297
79.3100	0.0273	-0.0300
79.3200	0.0270	-0.0303
79.3300	0.0267	-0.0305
79.3400	0.0264	-0.0308
79.3500	0.0261	-0.0310
79.3600	0.0258	-0.0313
79.3700	0.0255	-0.0315
79.3800	0.0252	-0.0318
79.3900	0.0249	-0.0320
79.4000	0.0245	-0.0323
79.4100	0.0242	-0.0325
79.4200	0.0239	-0.0327
79.4300	0.0236	-0.0330
79.4400	0.0232	-0.0332
79.4500	0.0229	-0.0334
79.4600	0.0226	-0.0336
79.4700	0.0222	-0.0339
79.4800	0.0219	-0.0341
79.4900	0.0215	-0.0343
79.5000	0.0212	-0.0345
79.5100	0.0209	-0.0347
79.5200	0.0205	-0.0349
79.5300	0.0202	-0.0351
79.5400	0.0198	-0.0353
79.5500	0.0194	-0.0354
79.5600	0.0191	-0.0356
79.5700	0.0187	-0.0358
79.5800	0.0184	-0.0360
79.5900	0.0180	-0.0362
79.6000	0.0177	-0.0363
79.6100	0.0173	-0.0365
79.6200	0.0169	-0.0367
79.6300	0.0166	-0.0368
79.6400	0.0162	-0.0370
79.6500	0.0158	-0.0371
79.6600	0.0154	-0.0373
79.6700	0.0151	-0.0374
79.6800	0.0147	-0.0375
79.6900	0.0143	-0.0377
79.7000	0.0139	-0.0378
79.7100	0.0136	-0.0379
79.7200	0.0132	-0.0381
79.7300	0.0128	-0.0382
79.7400	0.0124	-0.0383
79.7500	0.0120	-0.0384
79.7600	0.0117	-0.0385
79.7700	0.0113	-0.0386
79.7800	0.0109	-0.0387
79.7900	0.0105	-0.0388
79.8000	0.0101	-0.0389
79.8100	0.0097	-0.0390
79.8200	0.0093	-0.0391
79.8300	0.0089	-0.0392
79.8400	0.0085	-0.0392
79.8500	0.0082	-0.0393
79.8600	0.0078	-0.0394
79.8700	0.0074	-0.0394
79.8800	0.0070	-0.0395
79.8900	0.0066	-0.0395
79.9000	0.0062	-0.0396
79.9100	0.0058	-0.0396
79.9200	0.0054	-0.0397
79.9300	0.0050	-0.0397
79.9400	0.0046	-0.0398
79.9500	0.0042	-0.0398
79.9600	0.0038	-0.0398
79.9700	0.0034	-0.0399
79.9800	0.0030	-0.0399
79.9900	0.0026	-0.0399
80.0000	0.0022	-0.0399
80.0100	0.0018	-0.0399
80.0200	0.0014	-0.0399
80.0300	0.0010	-0.0399
80.0400	0.0006	-0.0399
80.0500	0.0002	-0.0399
80.0600	-0.0002	-0.0399
80.0700	-0.0006	-0.0399
80.0800	-0.0010	-0.0399
80.0900	-0.0014	-0.0398
80.1000	-0.0018	-0.0398
80.1100	-0.0022	-0.0398
80.1200	-0.0026	-0.0397
80.1300	-0.0030	-0.0397
80.1400	-0.0034	-0.0396
80.1500	-0.0038	-0.0396
80.1600	-0.0042	-0.0395
80.1700	-0.0046	-0.0395
80.1800	-0.0050	-0.0394
80.1900	-0.0054	-0.0394
80.2000	-0.0057	-0.0393
80.2100	-0.0061	-0.0392
80.2200	-0.0065	-0.0392
80.2300	-0.0069	-0.0391
80.2400	-0.0073	-0.0390
80.2500	-0.0077	-0.0389
80.2600	-0.0081	-0.0388
80.2700	-0.0085	-0.0387
80.2800	-0.0089	-0.0386
80.2900	-0.0093	-0.0385
80.3000	-0.0096	-0.0384
80.3100	-0.0100	-0.0383
80.3200	-0.0104	-0.0382
80.3300	-0.0108	-0.0381
80.3400	-0.0112	-0.0380
80.3500	-0.0115	-0.0378
80.3600	-0.0119	-0.0377
80.3700	-0.0123	-0.0376
80.3800	-0.0127	-0.0374
80.3900	-0.0130	-0.0373
80.4000	-0.0134	-0.0372
80.4100	-0.0138	-0.0370
80.4200	-0.0142	-0.0369
80.4300	-0.0145	-0.0367
80.4400	-0.0149	-0.0366
80.4500	-0.0153	-0.0364
80.4600	-0.0156	-0.0362
80.4700	-0.0160	-0.0361
80.4800	-0.0163	-0.0359
80.4900	-0.0167	-0.0357
80.5000	-0.0171	-0.0355
80.5100	-0.0174	-0.0354
80.5200	-0.0178	-0.0352
80.5300	-0.0181	-0.0350
80.5400	-0.0185	-0.0348
80.5500	-0.0188	-0.0346
80.5600	-0.0192	-0.0344
80.5700	-0.0195	-0.0342
80.5800	-0.0198	-0.0340
80.5900	-0.0202	-0.0338
80.6000	-0.0205	-0.0336
80.6100	-0.0208	-0.0334
80.6200	-0.0212	-0.0331
80.6300	-0.0215	-0.0329
80.6400	-0.0218	-0.0327
80.6500	-0.0222	-0.0325
80.6600	-0.0225	-0.0322
80.6700	-0.0228	-0.0320
80.6800	-0.0231	-0.0318
80.6900	-0.0234	-0.0315
80.7000	-0.0238	-0.0313
80.7100	-0.0241	-0.0310
80.7200	-0.0244	-0.0308
80.7300	-0.0247	-0.0305
80.7400	-0.0250	-0.0303
80.7500	-0.0253	-0.0300
80.7600	-0.0256	-0.0297
80.7700	-0.0259	-0.0295
80.7800	-0.0262	-0.0292
80.7900	-0.0265	-0.0289
80.8000	-0.0268	-0.0287
80.8100	-0.0270	-0.0284
80.8200	-0.0273	-0.0281
80.8300	-0.0276	-0.0278
80.8400	-0.0279	-0.0276
80.8500	-0.0282	-0.0273
80.8600	-0.0284	-0.0270
80.8700	-0.0287	-0.0267
80.8800	-0.0290	-0.0264
80.8900	-0.0292	-0.0261
80.9000	-0.0295	-0.0258
80.9100	-0.0297	-0.0255
80.9200	-0.0300	-0.0252
80.9300	-0.0302	-0.0249
80.9400	-0.0305	-0.0246
80.9500	-0.0307	-0.0243
80.9600	-0.0310	-0.0240
80.9700	-0.0312	-0.0236
80.9800	-0.0315	-0.0233
80.9900	-0.0317	-0.0230
81.0000	-0.0319	-0.0227
81.0100	-0.0321	-0.0224
81.0200	-0.0324	-0.0220
81.0300	-0.0326	-0.0217
81.0400	-0.0328	-0.0214
81.0500	-0.0330	-0.0210
81.0600	-0.0332	-0.0207
81.0700	-0.0334	-0.0204
81.0800	-0.0336	-0.0200
81.0900	-0.0338	-0.0197
81.1000	-0.0340	-0.0194
81.1100	-0.0342	-0.0190
81.1200	-0.0344	-0.0187
81.1300	-0.0346	-0.0183
81.1400	-0.0348	-0.0180
81.1500	-0.0349	-0.0176
81.1600	-0.0351	-0.0173
81.1700	-0.0353	-0.0169
81.1800	-0.0355	-0.0166
81.1900	-0.0356	-0.0162
81.2000	-0.0358	-0.0158
81.2100	-0.0359	-0.0155
81.2200	-0.0361	-0.0151
81.2300	-0.0362	-0.0148
81.2400	-0.0364	-0.0144
81.2500	-0.0365	-0.0140
81.2600	-0.0367	-0.0137
81.2700	-0.0368	-0.0133
81.2800	-0.0369	-0.0129
81.2900	-0.0371	-0.0125
81.3000	-0.0372	-0.0122
81.3100	-0.0373	-0.0118
81.3200	-0.0374	-0.0114
81.3300	-0.0375	-0.0111
81.3400	-0.0376	-0.0107
81.3500	-0.0377	-0.0103
81.3600	-0.0378	-0.0099
81.3700	-0.0379	-0.0095
81.3800	-0.0380	-0.0092
81.3900	-0.0381	-0.0088
81.4000	-0.0382	-0.0084
81.4100	-0.0383	-0.0080
81.4200	-0.0384	-0.0076
81.4300	-0.0384	-0.0072
81.4400	-0.0385	-0.0069
81.4500	-0.0386	-0.0065
81.4600	-0.0386	-0.0061
81.4700	-0.0387	-0.0057
81.4800	-0.0388	-0.0053
81.4900	-0.0388	-0.0049
81.5000	-0.0389	-0.0045
81.5100	-0.0389	-0.0041
81.5200	-0.0389	-0.0038
81.5300	-0.0390	-0.0034
81.5400	-0.0390	-0.0030
81.5500	-0.0390	-0.0026
81.5600	-0.0391	-0.0022
81.5700	-0.0391	-0.0018
81.5800	-0.0391	-0.0014
81.5900	-0.0391	-0.0010
81.6000	-0.0391	-0.0006
81.6100	-0.0391	-0.0002
81.6200	-0.0391	0.0002
81.6300	-0.0391	0.0005
81.6400	-0.0391	0.0009
81.6500	-0.0391	0.0013
81.6600	-0.0391	0.0017
81.6700	-0.0391	0.0021
81.6800	-0.0390	0.0025
81.6900	-0.0390	0.0029
81.7000	-0.0390	0.0033
81.7100	-0.0389	0.0037
81.7200	-0.0389	0.0041
81.7300	-0.0389	0.0044
81.7400	-0.0388	0.0048
81.7500	-0.0388	0.0052
81.7600	-0.0387	0.0056
81.7700	-0.0387	0.0060
81.7800	-0.0386	0.0064
81.7900	-0.0385	0.0068
81.8000	-0.0385	0.0071
81.8100	-0.0384	0.0075
81.8200	-0.0383	0.0079
81.8300	-0.0382	0.0083
81.8400	-0.0381	0.0087
81.8500	-0.0381	0.0091
81.8600	-0.0380	0.0094
81.8700	-0.0379	0.0098
81.8800	-0.0378	0.0102
81.8900	-0.0377	0.0106
81.9000	-0.0376	0.0109
81.9100	-0.0374	0.0113
81.9200	-0.0373	0.0117
81.9300	-0.0372	0.0121
81.9400	-0.0371	0.0124
81.9500	-0.0370	0.0128
81.9600	-0.0368	0.0132
81.9700	-0.0367	0.0135
81.9800	-0.0366	0.0139
81.9900	-0.0364	0.0143
82.0000	-0.0363	0.0146
82.0100	-0.0361	0.0150
82.0200	-0.0360	0.0153
82.0300	-0.0358	0.0157
82.0400	-0.0357	0.0161
82.0500	-0.0355	0.0164
82.0600	-0.0353	0.0168
82.0700	-0.0352	0.0171
82.0800	-0.0350	0.0175
82.0900	-0.0348	0.0178
82.1000	-0.0346	0.0182
82.1100	-0.0344	0.0185
82.1200	-0.0343	0.0188
82.1300	-0.0341	0.0192
82.1400	-0.0339	0.0195
82.1500	-0.0337	0.0199
82.1600	-0.0335	0.0202
82.1700	-0.0333	0.0205
82.1800	-0.0331	0.0208
82.1900	-0.0329	0.0212
82.2000	-0.0326	0.0215
82.2100	-0.0324	0.0218
82.2200	-0.0322	0.0221
82.2300	-0.0320	0.0225
82.2400	-0.0318	0.0228
82.2500	-0.0315	0.0231
82.2600	-0.0313	0.0234
82.2700	-0.0311	0.0237
82.2800	-0.0308	0.0240
82.2900	-0.0306	0.0243
82.3000	-0.0303	0.0246
82.3100	-0.0301	0.0249
82.3200	-0.0298	0.0252
82.3300	-0.0296	0.0255
82.3400	-0.0293	0.0258
82.3500	-0.0291	0.0261
82.3600	-0.0288	0.0264
82.3700	-0.0285	0.0266
82.3800	-0.0283	0.0269
82.3900	-0.0280	0.0272
82.4000	-0.0277	0.0275
82.4100	-0.0275	0.0277
82.4200	-0.0272	0.0280
82.4300	-0.0269	0.0283
82.4400	-0.0266	0.0285
82.4500	-0.0263	0.0288
82.4600	-0.0260	0.0290
82.4700	-0.0257	0.0293
82.4800	-0.0255	0.0295
82.4900	-0.0252	0.0298
82.5000	-0.0249	0.0300
82.5100	-0.0246	0.0303
82.5200	-0.0243	0.0305
82.5300	-0.0239	0.0307
82.5400	-0.0236	0.0310
82.5500	-0.0233	0.0312
82.5600	-0.0230	0.0314
82.5700	-0.0227	0.0316
82.5800	-0.0224	0.0319
82.5900	-0.0221	0.0321
82.6000	-0.0217	0.0323
82.6100	-0.0214	0.0325
82.6200	-0.0211	0.0327
82.6300	-0.0208	0.0329
82.6400	-0.0204	0.0331
82.6500	-0.0201	0.0333
82.6600	-0.0198	0.0335
82.6700	-0.0194	0.0337
82.6800	-0.0191	0.0339
82.6900	-0.0188	0.0340
82.7000	-0.0184	0.0342
82.7100	-0.0181	0.0344
82.7200	-0.0177	0.0346
82.7300	-0.0174	0.0347
82.7400	-0.0170	0.0349
82.7500	-0.0167	0.0350
82.7600	-0.0163	0.0352
82.7700	-0.0160	0.0354
82.7800	-0.0156	0.0355
82.7900	-0.0153	0.0357
82.8000	-0.0149	0.0358
82.8100	-0.0145	0.0359
82.8200	-0.0142	0.0361
82.8300	-0.0138	0.0362
82.8400	-0.0135	0.0363
82.8500	-0.0131	0.0364
82.8600	-0.0127	0.0366
82.8700	-0.0124	0.0367
82.8800	-0.0120	0.0368
82.8900	-0.0116	0.0369
82.9000	-0.0113	0.0370
82.9100	-0.0109	0.0371
82.9200	-0.0105	0.0372
82.9300	-0.0102	0.0373
82.9400	-0.0098	0.0374
82.9500	-0.0094	0.0375
82.9600	-0.0090	0.0375
82.9700	-0.0087	0.0376
82.9800	-0.0083	0.0377
82.9900	-0.0079	0.0378
83.0000	-0.0075	0.0378
83.0100	-0.0071	0.0379
83.0200	-0.0068	0.0380
83.0300	-0.0064	0.0380
83.0400	-0.0060	0.0381
83.0500	-0.0056	0.0381
83.0600	-0.0052	0.0382
83.0700	-0.0049	0.0382
83.0800	-0.0045	0.0382
83.0900	-0.0041	0.0383
83.1000	-0.0037	0.0383
83.1100	-0.0033	0.0383
83.1200	-0.0029	0.0383
83.1300	-0.0026	0.0384
83.1400	-0.0022	0.0384
83.1500	-0.0018	0.0384
83.1600	-0.0014	0.0384
83.1700	-0.0010	0.0384
83.1800	-0.0006	0.0384
83.1900	-0.0003	0.0384
83.2000	0.0001	0.0384
83.2100	0.0005	0.0383
83.2200	0.0009	0.0383
83.2300	0.0013	0.0383
83.2400	0.0017	0.0383
83.2500	0.0020	0.0382
83.2600	0.0024	0.0382
83.2700	0.0028	0.0382
83.2800	0.0032	0.0381
83.2900	0.0036	0.0381
83.3000	0.0039	0.0380
83.3100	0.0043	0.0380
83.3200	0.0047	0.0379
83.3300	0.0051	0.0379
83.3400	0.0055	0.0378
83.3500	0.0058	0.0377
83.3600	0.0062	0.0377
83.3700	0.0066	0.0376
83.3800	0.0070	0.0375
83.3900	0.0073	0.0374
83.4000	0.0077	0.0374
83.4100	0.0081	0.0373
83.4200	0.0085	0.0372
83.4300	0.0088	0.0371
83.4400	0.0092	0.0370
83.4500	0.0096	0.0369
83.4600	0.0099	0.0368
83.4700	0.0103	0.0367
83.4800	0.0107	0.0365
83.4900	0.0110	0.0364
83.5000	0.0114	0.0363
83.5100	0.0118	0.0362
83.5200	0.0121	0.0360
83.5300	0.0125	0.0359
83.5400	0.0128	0.0358
83.5500	0.0132	0.0356
83.5600	0.0136	0.0355
83.5700	0.0139	0.0353
83.5800	0.0143	0.0352
83.5900	0.0146	0.0350
83.6000	0.0150	0.0349
83.6100	0.0153	0.0347
83.6200	0.0157	0.0346
83.6300	0.0160	0.0344
83.6400	0.0164	0.0342
83.6500	0.0167	0.0340
83.6600	0.0170	0.0339
83.6700	0.0174	0.0337
83.6800	0.0177	0.0335
83.6900	0.0180	0.0333
83.7000	0.0184	0.0331
83.7100	0.0187	0.0329
83.7200	0.0190	0.0327
83.7300	0.0194	0.0325
83.7400	0.0197	0.0323
83.7500	0.0200	0.0321
83.7600	0.0203	0.0319
83.7700	0.0206	0.0317
83.7800	0.0210	0.0315
83.7900	0.0213	0.0313
83.8000	0.0216	0.0310
83.8100	0.0219	0.0308
83.8200	0.0222	0.0306
83.8300	0.0225	0.0304
83.8400	0.0228	0.0301
83.8500	0.0231	0.0299
83.8600	0.0234	0.0297
83.8700	0.0237	0.0294
83.8800	0.0240	0.0292
83.8900	0.0243	0.0289
83.9000	0.0246	0.0287
83.9100	0.0249	0.0284
83.9200	0.0251	0.0282
83.9300	0.0254	0.0279
83.9400	0.0257	0.0276
83.9500	0.0260	0.0274
83.9600	0.0262	0.0271
83.9700	0.0265	0.0268
83.9800	0.0268	0.0266
83.9900	0.0270	0.0263
84.0000	0.0273	0.0260
84.0100	0.0276	0.0257
84.0200	0.0278	0.0255
84.0300	0.0281	0.0252
84.0400	0.0283	0.0249
84.0500	0.0286	0.0246
84.0600	0.0288	0.0243
84.0700	0.0291	0.0240
84.0800	0.0293	0.0237
84.0900	0.0295	0.0234
84.1000	0.0298	0.0231
84.1100	0.0300	0.0228
84.1200	0.0302	0.0225
84.1300	0.0304	0.0222
84.1400	0.0307	0.0219
84.1500	0.0309	0.0216
84.1600	0.0311	0.0213
84.1700	0.0313	0.0210
84.1800	0.0315	0.0206
84.1900	0.0317	0.0203
84.2000	0.0319	0.0200
84.2100	0.0321	0.0197
84.2200	0.0323	0.0193
84.2300	0.0325	0.0190
84.2400	0.0327	0.0187
84.2500	0.0329	0.0184
84.2600	0.0331	0.0180
84.2700	0.0332	0.0177
84.2800	0.0334	0.0174
84.2900	0.0336	0.0170
84.3000	0.0338	0.0167
84.3100	0.0339	0.0163
84.3200	0.0341	0.0160
84.3300	0.0342	0.0157
84.3400	0.0344	0.0153
84.3500	0.0346	0.0150
84.3600	0.0347	0.0146
84.3700	0.0348	0.0143
84.3800	0.0350	0.0139
84.3900	0.0351	0.0136
84.4000	0.0353	0.0132
84.4100	0.0354	0.0129
84.4200	0.0355	0.0125
84.4300	0.0356	0.0121
84.4400	0.0358	0.0118
84.4500	0.0359	0.0114
84.4600	0.0360	0.0111
84.4700	0.0361	0.0107
84.4800	0.0362	0.0103
84.4900	0.0363	0.0100
84.5000	0.0364	0.0096
84.5100	0.0365	0.0093
84.5200	0.0366	0.0089
84.5300	0.0367	0.0085
84.5400	0.0368	0.0081
84.5500	0.0368	0.0078
84.5600	0.0369	0.0074
84.5700	0.0370	0.0070
84.5800	0.0370	0.0067
84.5900	0.0371	0.0063
84.6000	0.0372	0.0059
84.6100	0.0372	0.0056
84.6200	0.0373	0.0052
84.6300	0.0373	0.0048
84.6400	0.0374	0.0044
84.6500	0.0374	0.0041
84.6600	0.0375	0.0037
84.6700	0.0375	0.0033
84.6800	0.0375	0.0029
84.6900	0.0376	0.0026
84.7000	0.0376	0.0022
84.7100	0.0376	0.0018
84.7200	0.0376	0.0014
84.7300	0.0376	0.0011
84.7400	0.0376	0.0007
84.7500	0.0376	0.0003
84.7600	0.0376	-0.0001
84.7700	0.0376	-0.0004
84.7800	0.0376	-0.0008
84.7900	0.0376	-0.0012
84.8000	0.0376	-0.0016
84.8100	0.0376	-0.0020
84.8200	0.0376	-0.0023
84.8300	0.0375	-0.0027
84.8400	0.0375	-0.0031
84.8500	0.0375	-0.0035
84.8600	0.0375	-0.0038
84.8700	0.0374	-0.0042
84.8800	0.0374	-0.0046
84.8900	0.0373	-0.0049
84.9000	0.0373	-0.0053
84.9100	0.0372	-0.0057
84.9200	0.0372	-0.0061
84.9300	0.0371	-0.0064
84.9400	0.0370	-0.0068
84.9500	0.0370	-0.0072
84.9600	0.0369	-0.0075
84.9700	0.0368	-0.0079
84.9800	0.0367	-0.0083
84.9900	0.0366	-0.0086
85.0000	0.0365	-0.0090
85.0100	0.0365	-0.0094
85.0200	0.0364	-0.0097
85.0300	0.0363	-0.0101
85.0400	0.0362	-0.0105
85.0500	0.0361	-0.0108
85.0600	0.0359	-0.0112
85.0700	0.0358	-0.0115
85.0800	0.0357	-0.0119
85.0900	0.0356	-0.0123
85.1000	0.0355	-0.0126
85.1100	0.0353	-0.0130
85.1200	0.0352	-0.0133
85.1300	0.0351	-0.0137
85.1400	0.0349	-0.0140
85.1500	0.0348	-0.0144
85.1600	0.0346	-0.0147
85.1700	0.0345	-0.0150
85.1800	0.0343	-0.0154
85.1900	0.0342	-0.0157
85.2000	0.0340	-0.0161
85.2100	0.0339	-0.0164
85.2200	0.0337	-0.0167
85.2300	0.0335	-0.0171
85.2400	0.0334	-0.0174
85.2500	0.0332	-0.0177
85.2600	0.0330	-0.0181
85.2700	0.0328	-0.0184
85.2800	0.0326	-0.0187
85.2900	0.0325	-0.0190
85.3000	0.0323	-0.0194
85.3100	0.0321	-0.0197
85.3200	0.0319	-0.0200
85.3300	0.0317	-0.0203
85.3400	0.0315	-0.0206
85.3500	0.0313	-0.0209
85.3600	0.0310	-0.0212
85.3700	0.0308	-0.0216
85.3800	0.0306	-0.0219
85.3900	0.0304	-0.0222
85.4000	0.0302	-0.0225
85.4100	0.0299	-0.0228
85.4200	0.0297	-0.0230
85.4300	0.0295	-0.0233
85.4400	0.0292	-0.0236
85.4500	0.0290	-0.0239
85.4600	0.0288	-0.0242
85.4700	0.0285	-0.0245
85.4800	0.0283	-0.0248
85.4900	0.0280	-0.0250
85.5000	0.0278	-0.0253
85.5100	0.0275	-0.0256
85.5200	0.0273	-0.0259
85.5300	0.0270	-0.0261
85.5400	0.0267	-0.0264
85.5500	0.0265	-0.0266
85.5600	0.0262	-0.0269
85.5700	0.0259	-0.0272
85.5800	0.0257	-0.0274
85.5900	0.0254	-0.0277
85.6000	0.0251	-0.0279
85.6100	0.0248	-0.0281
85.6200	0.0246	-0.0284
85.6300	0.0243	-0.0286
85.6400	0.0240	-0.0289
85.6500	0.0237	-0.0291
85.6600	0.0234	-0.0293
85.6700	0.0231	-0.0295
85.6800	0.0228	-0.0298
85.6900	0.0225	-0.0300
85.7000	0.0222	-0.0302
85.7100	0.0219	-0.0304
85.7200	0.0216	-0.0306
85.7300	0.0213	-0.0308
85.7400	0.0210	-0.0310
85.7500	0.0207	-0.0312
85.7600	0.0204	-0.0314
85.7700	0.0200	-0.0316
85.7800	0.0197	-0.0318
85.7900	0.0194	-0.0320
85.8000	0.0191	-0.0322
85.8100	0.0188	-0.0324
85.8200	0.0184	-0.0326
85.8300	0.0181	-0.0327
85.8400	0.0178	-0.0329
85.8500	0.0174	-0.0331
85.8600	0.0171	-0.0332
85.8700	0.0168	-0.0334
85.8800	0.0164	-0.0336
85.8900	0.0161	-0.0337
85.9000	0.0158	-0.0339
85.9100	0.0154	-0.0340
85.9200	0.0151	-0.0342
85.9300	0.0148	-0.0343
85.9400	0.0144	-0.0344
85.9500	0.0141	-0.0346
85.9600	0.0137	-0.0347
85.9700	0.0134	-0.0348
85.9800	0.0130	-0.0349
85.9900	0.0127	-0.0351
86.0000	0.0123	-0.0352
86.0100	0.0120	-0.0353
86.0200	0.0116	-0.0354
86.0300	0.0113	-0.0355
86.0400	0.0109	-0.0356
86.0500	0.0105	-0.0357
86.0600	0.0102	-0.0358
86.0700	0.0098	-0.0359
86.0800	0.0095	-0.0360
86.0900	0.0091	-0.0361
86.1000	0.0088	-0.0361
86.1100	0.0084	-0.0362
86.1200	0.0080	-0.0363
86.1300	0.0077	-0.0364
86.1400	0.0073	-0.0364
86.1500	0.0069	-0.0365
86.1600	0.0066	-0.0365
86.1700	0.0062	-0.0366
86.1800	0.0058	-0.0366
86.1900	0.0055	-0.0367
86.2000	0.0051	-0.0367
86.2100	0.0047	-0.0368
86.2200	0.0044	-0.0368
86.2300	0.0040	-0.0368
86.2400	0.0036	-0.0369
86.2500	0.0033	-0.0369
86.2600	0.0029	-0.0369
86.2700	0.0025	-0.0369
86.2800	0.0022	-0.0369
86.2900	0.0018	-0.0370
86.3000	0.0014	-0.0370
86.3100	0.0010	-0.0370
86.3200	0.0007	-0.0370
86.3300	0.0003	-0.0370
86.3400	-0.0001	-0.0369
86.3500	-0.0004	-0.0369
86.3600	-0.0008	-0.0369
86.3700	-0.0012	-0.0369
86.3800	-0.0015	-0.0369
86.3900	-0.0019	-0.0368
86.4000	-0.0023	-0.0368
86.4100	-0.0026	-0.0368
86.4200	-0.0030	-0.0367
86.4300	-0.0034	-0.0367
86.4400	-0.0037	-0.0367
86.4500	-0.0041	-0.0366
86.4600	-0.0045	-0.0365
86.4700	-0.0048	-0.0365
86.4800	-0.0052	-0.0364
86.4900	-0.0056	-0.0364
86.5000	-0.0059	-0.0363
86.5100	-0.0063	-0.0362
86.5200	-0.0067	-0.0362
86.5300	-0.0070	-0.0361
86.5400	-0.0074	-0.0360
86.5500	-0.0077	-0.0359
86.5600	-0.0081	-0.0358
86.5700	-0.0085	-0.0357
86.5800	-0.0088	-0.0356
86.5900	-0.0092	-0.0355
86.6000	-0.0095	-0.0354
86.6100	-0.0099	-0.0353
86.6200	-0.0102	-0.0352
86.6300	-0.0106	-0.0351
86.6400	-0.0109	-0.0350
86.6500	-0.0113	-0.0349
86.6600	-0.0116	-0.0347
86.6700	-0.0120	-0.0346
86.6800	-0.0123	-0.0345
86.6900	-0.0127	-0.0343
86.7000	-0.0130	-0.0342
86.7100	-0.0133	-0.0341
86.7200	-0.0137	-0.0339
86.7300	-0.0140	-0.0338
86.7400	-0.0144	-0.0336
86.7500	-0.0147	-0.0335
86.7600	-0.0150	-0.0333
86.7700	-0.0154	-0.0332
86.7800	-0.0157	-0.0330
86.7900	-0.0160	-0.0328
86.8000	-0.0164	-0.0327
86.8100	-0.0167	-0.0325
86.8200	-0.0170	-0.0323
86.8300	-0.0173	-0.0321
86.8400	-0.0176	-0.0319
86.8500	-0.0180	-0.0318
86.8600	-0.0183	-0.0316
86.8700	-0.0186	-0.0314
86.8800	-0.0189	-0.0312
86.8900	-0.0192	-0.0310
86.9000	-0.0195	-0.0308
